Series_Title,Overview,IMDB_Rating,Poster_Link,Film-Noir,Sport,Mystery,War,Thriller,History,Musical,Fantasy,Animation,Comedy,Adventure,Action,Horror,Music,Sci-Fi,Biography,Western,Crime,Drama,Family,Romance,Emotion
Zelig,documentary about a man who can look and act like whoever hes around and meets various famous people,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMGUwMjM0MTEtOGY2NS00MjJmLWEyMDAtYmNkMWJjOWJlNGM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Happy
The Verdict,a lawyer sees the chance to salvage his career and selfrespect by taking a medical malpractice case to trial rather than settling,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMTU5MzMwMzAzM15BMl5BanBnXkFtZTcwNjYyMjA0Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
Star Trek II: The Wrath of Khan,with the assistance of the enterprise crew admiral kirk must stop an old nemesis khan noonien singh from using the lifegenerating genesis device as the ultimate weapon,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMzcyYWE5YmQtNDE1Yi00ZjlmLWFlZTAtMzRjODBiYjM3OTA3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Angry
First Blood,a veteran green beret is forced by a cruel sheriff and his deputies to flee into the mountains and wage an escalating oneman war against his pursuers,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BODBmOWU2YWMtZGUzZi00YzRhLWJjNDAtYTUwNWVkNDcyZmU5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Angry
Ordinary People,the accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother the goodnatured father and the guiltridden younger son,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BNWU3MDFkYWQtMWQ5YS00YTcwLThmNDItODY4OWE2ZTdhZmIwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
Airplane!,a man afraid to fly must ensure that a plane lands safely after the pilots become sick,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BZjA3YjdhMWEtYjc2Ni00YzVlLWI0MTUtMGZmNTJjNmU0Yzk2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Happy
Rupan sansei: Kariosutoro no shiro,a dashing thief his gang of desperadoes and an intrepid policeman struggle to free a princess from an evil counts clutches and learn the hidden secret to a fabulous treasure that she holds part of a key to,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BYzYyNjg3OTctNzA2ZS00NjkzLWE4MmYtZDAzZWQ0NzkyMTJhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,Happy
Halloween,fifteen years after murdering his sister on halloween night  michael myers escapes from a mental hospital and returns to the small town of haddonfield illinois to kill again,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BNzk1OGU2NmMtNTdhZC00NjdlLWE5YTMtZTQ0MGExZTQzOGQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Fear
Le locataire,a bureaucrat rents a paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BYmVhMDQ1YWUtYjgxOS00NzYyLWI0ZGItNTg3ZjM0MmQ4NmIwXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_UY98_CR3,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fear
Love and Death,in czarist russia a neurotic soldier and his distant cousin formulate a plot to assassinate napoleon,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMTYxMDk1NTA5NF5BMl5BanBnXkFtZTcwNDkzNzA2NA@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Angry
The Taking of Pelham One Two Three,in new york armed men hijack a subway car and demand a ransom for the passengers even if its paid how could they get away,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMjE1NDY0NDk3Ml5BMl5BanBnXkFtZTcwMTAzMTM3NA@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Angry
Blazing Saddles,in order to ruin a western town a corrupt politician appoints a black sheriff who promptly becomes his most formidable adversary,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BZGZmMWE1MDYtNzAyNC00MDMzLTgzZjQtNTQ5NjYzN2E4MzkzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Angry
Serpico,an honest new york cop named frank serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BYTU4ZTI0NzAtYzMwNi00YmMxLThmZWItNTY5NzgyMDAwYWVhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Angry
Enter the Dragon,a secret agent comes to an opium lords island fortress with other fighters for a martialarts tournament,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BNGZiMTkyNzQtMDdmZi00ZDNkLWE4YTAtZGNlNTIzYzQyMGM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Angry
Deliverance,intent on seeing the cahulawassee river before its dammed and turned into a lake outdoor fanatic lewis medlock takes his friends on a canoeing trip theyll never forget into the dangerous american backcountry,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BZjBhYzU3NWItOWZjMy00NjI5LWFmYmItZmIyOWFlMDIxMWNiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Fear
The French Connection,a pair of nyc cops in the narcotics bureau stumble onto a drug smuggling job with a french connection,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BOTZhY2E3NmItMGIwNi00OTA2LThkYmEtODFiZTM0NGI0ZWU5XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Angry
Dirty Harry,when a madman calling himself the scorpio killer menaces the city toughasnails san francisco police inspector dirty harry callahan is assigned to track down and ferret out the crazed psychopath,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMzdhMTM2YTItOWU2YS00MTM0LTgyNDYtMDM1OWM3NzkzNTM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Angry
Where Eagles Dare,allied agents stage a daring raid on a castle where the nazis are holding american brigadier general george carnaby prisoner but thats not all thats really going on,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BNGE3ZWZiNzktMDIyOC00ZmVhLThjZTktZjQ5NjI4NGVhMDBlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Angry
The Odd Couple,two friends try sharing an apartment but their ideas of housekeeping and lifestyles are as different as night and day,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BZDVhNzQxZDEtMzcyZC00ZDg1LWFkZDctOWYxZTY0ZmYzYjc2XkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Happy
The Dirty Dozen,during world war ii a rebellious us army major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of german officers,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BM2Y1ZTI0NzktYzU3MS00YmE1LThkY2EtMDc0NGYxNTNlZDA5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Angry
Belle de jour,a frigid young housewife decides to spend her midweek afternoons as a prostitute,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BZjNkNGJjYWEtM2IyNi00ZjM5LWFlYjYtYjQ4NTU5MGFlMTI2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UY98_CR3,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Happy
A Man for All Seasons,the story of sir thomas more who stood up to king henry viii when the king rejected the roman catholic church to obtain a divorce and remarry,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMTRjOTA1NzctNzFmMy00ZjcwLWExYjgtYWQyZDM5ZWY1Y2JlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Sad
Repulsion,a sexrepulsed woman who disapproves of her sisters boyfriend sinks into depression and has horrific visions of rape and violence,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BZTU5ZThjNzAtNjc4NC00OTViLWIxYTYtODFmMTk5Y2NjZjZiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Fear
Zulu,outnumbered british soldiers do battle with zulu warriors at rorkes drift,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BYzdlYmQ3MWMtMDY3My00MzVmLTg0YmMtYjRlZDUzNjBlMmE0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Angry
Goldfinger,while investigating a gold magnates smuggling james bond uncovers a plot to contaminate the fort knox gold reserve,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMTQ2MzE0OTU3NV5BMl5BanBnXkFtZTcwNjQxNTgzNA@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Angry
The Birds,a wealthy san francisco socialite pursues a potential boyfriend to a small northern california town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMTAxNDA1ODc5MDleQTJeQWpwZ15BbWU4MDg2MDA4OTEx._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Disgust
Cape Fear,a lawyers family is stalked by a man he once helped put in jail,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BOWNlMTJmMWUtYjk0MC00M2U4LWI1ODItZDgxNDZiODFmNjc5XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fear
Peeping Tom,a young man murders women using a movie camera to film their dying expressions of terror,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BZjM3ZTAzZDYtZmFjZS00YmQ1LWJlOWEtN2I4MDRmYzY5YmRlL2ltYWdlXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Fear
The Magnificent Seven,seven gunfighters are hired by mexican peasants to liberate their village from oppressive bandits,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMzYyNzU0MTM1OF5BMl5BanBnXkFtZTcwMzE1ODE1NA@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,Angry
Les yeux sans visage,a surgeon causes an accident which leaves his daughter disfigured and goes to extremes to give her a new face,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BNzBiMWRhNzQtMjZhZS00NzFmLWE5YWMtOWY4NzIxMjYzZTEyXkEyXkFqcGdeQXVyMzg2MzE2OTE@._V1_UY98_CR3,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Fear
Invasion of the Body Snatchers,a smalltown doctor learns that the population of his community is being replaced by emotionless alien duplicates,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BYTExYjM3MDYtMzg4MC00MjU4LTljZjAtYzdlMTFmYTJmYTE4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Fear
Rebel Without a Cause,a rebellious young man with a troubled past comes to a new town finding friends and enemies,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMTg2ODcxOTU1OV5BMl5BanBnXkFtZTgwNzA3ODI1MDE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
The Ladykillers,five oddball criminals planning a bank robbery rent rooms on a culdesac from an octogenarian widow under the pretext that they are classical musicians,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BYTVlM2JmOGQtNWEwYy00NDQzLWIyZmEtOGZhMzgxZGRjZDA0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Angry
Sabrina,a playboy becomes interested in the daughter of his familys chauffeur but its his more serious brother who would be the better man for her,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BYmFlNTA1NWItODQxNC00YjFmLWE3ZWYtMzg3YTkwYmMxMjY2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Happy
The Quiet Man,a retired american boxer returns to the village of his birth in ireland where he falls for a spirited redhead whose brother is contemptuous of their union,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMWM1ZDhlM2MtNDNmMi00MDk4LTg5MjgtODE4ODk1MjYxOTIwXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Happy
The Day the Earth Stood Still,an alien lands and tells the people of earth that they must live peacefully or be destroyed as a danger to other planets,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMTU5NTBmYTAtOTgyYi00NGM0LWE0ODctZjNiYWM5MmIxYzE4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Sad
The African Queen,in wwi africa a ginswilling riverboat captain is persuaded by a straitlaced missionary to use his boat to attack an enemy warship,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BYzM3YjE2NGMtODY3Zi00NTY0LWE4Y2EtMTE5YzNmM2U1NTg2XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Happy
Gilda,a smalltime gambler hired to work in a buenos aires casino discovers his employers new wife is his former lover,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BYWUxMzViZTUtNTYxNy00YjY4LWJmMjYtMzNlOThjNjhiZmZkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Disgust
Fantasia,a collection of animated interpretations of great works of western classical music,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMjAxMTI1Njk3OF5BMl5BanBnXkFtZTgwNjkzODk4NTE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Happy
The Invisible Man,a scientist finds a way of becoming invisible but in doing so he becomes murderously insane,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BYjllMmE0Y2YtYWIwZi00OWY1LWJhNWItYzM2MmNiYmFiZmRmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Fear
Dark Waters,a corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution,0.0,"https://m.media-amazon.com/images/M/MV5BODQ0M2Y5M2QtZGIwMC00MzJjLThlMzYtNmE3ZTMzZTYzOGEwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Sad
Searching,after his teenage daughter goes missing a desperate father tries to find clues on her laptop,0.0,"https://m.media-amazon.com/images/M/MV5BMjIwOTA3NDI3MF5BMl5BanBnXkFtZTgwNzIzMzA5NTM@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Disgust
Once Upon a Time... in Hollywood,a faded television actor and his stunt double strive to achieve fame and success in the final years of hollywoods golden age in  los angeles,0.0,"https://m.media-amazon.com/images/M/MV5BOTg4ZTNkZmUtMzNlZi00YmFjLTk1MmUtNWQwNTM0YjcyNTNkXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Happy
Nelyubov,a couple going through a divorce must team up to find their son who has disappeared during one of their bitter arguments,0.0,"https://m.media-amazon.com/images/M/MV5BNzk2NmU3NmEtMTVhNS00NzJhLWE1M2ItMThjZjI5NWM3YmFmXkEyXkFqcGdeQXVyMjA1MzUyODk@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
The Florida Project,set over one summer the film follows precocious sixyearold moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother all while living in the shadows of walt disney world,0.0,"https://m.media-amazon.com/images/M/MV5BMjg4ZmY1MmItMjFjOS00ZTg2LWJjNDYtNDM2YmM2NzhiNmZhXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
Just Mercy,worldrenowned civil rights defense attorney bryan stevenson works to free a wrongly condemned death row prisoner,0.0,"https://m.media-amazon.com/images/M/MV5BYmM4YzA5NjUtZGEyOS00YzllLWJmM2UtZjhhNmJhM2E1NjUxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Angry
Gifted,frank a single man raising his child prodigy niece mary is drawn into a custody battle with his mother,0.0,"https://m.media-amazon.com/images/M/MV5BMjQ2NDU3NDE0M15BMl5BanBnXkFtZTgwMjA3OTg0MDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
The Peanut Butter Falcon,zak runs away from his care home to make his dream of becoming a wrestler come true,0.0,"https://m.media-amazon.com/images/M/MV5BOWVmZGQ0MGYtMDI1Yy00MDkxLWJiYjQtMmZjZmQ0NDFmMDRhXkEyXkFqcGdeQXVyNjg3MDMxNzU@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Happy
Victoria,a young spanish woman who has recently moved to berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret,0.0,"https://m.media-amazon.com/images/M/MV5BMTc5NzQzNjk2NF5BMl5BanBnXkFtZTgwODU0MjI5NjE@._V1_UY98_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Angry
Mustang,when five orphan girls are seen innocently playing with boys on a beach their scandalized conservative guardians confine them while forced marriages are arranged,0.0,"https://m.media-amazon.com/images/M/MV5BMTkwODUzODA0OV5BMl5BanBnXkFtZTgwMTA3ODkxNzE@._V1_UY98_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
Guardians of the Galaxy Vol. 2,the guardians struggle to keep together as a team while dealing with their personal family issues notably starlords encounter with his father the ambitious celestial being ego,0.0,"https://m.media-amazon.com/images/M/MV5BNjM0NTc0NzItM2FlYS00YzEwLWE0YmUtNTA2ZWIzODc2OTgxXkEyXkFqcGdeQXVyNTgwNzIyNzg@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Angry
Baby Driver,after being coerced into working for a crime boss a young getaway driver finds himself taking part in a heist doomed to fail,0.0,"https://m.media-amazon.com/images/M/MV5BMjM3MjQ1MzkxNl5BMl5BanBnXkFtZTgwODk1ODgyMjI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Angry
Only the Brave,based on the true story of the granite mountain hotshots a group of elite firefighters who risk everything to protect a town from a historic wildfire,0.0,"https://m.media-amazon.com/images/M/MV5BYWFlOWI3YTMtYTk3NS00YWQ2LTlmYTMtZjk0ZDk4Y2NjODI0XkEyXkFqcGdeQXVyNTQxNTQ4Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,Angry
Bridge of Spies,during the cold war an american lawyer is recruited to defend an arrested soviet spy in court and then help the cia facilitate an exchange of the spy for the soviet captured american u spy plane pilot francis gary powers,0.0,"https://m.media-amazon.com/images/M/MV5BMjIxOTI0MjU5NV5BMl5BanBnXkFtZTgwNzM4OTk4NTE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fear
Incredibles 2,the incredibles family takes on a new mission which involves a change in family roles bob parr mr incredible must manage the house while his wife helen elastigirl goes out to save the world,0.0,"https://m.media-amazon.com/images/M/MV5BMTEzNzY0OTg0NTdeQTJeQWpwZ15BbWU4MDU3OTg3MjUz._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Angry
Moana,in ancient polynesia when a terrible curse incurred by the demigod maui reaches moanas island she answers the oceans call to seek out the demigod to set things right,0.0,"https://m.media-amazon.com/images/M/MV5BMjI4MzU5NTExNF5BMl5BanBnXkFtZTgwNzY1MTEwMDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Happy
Sicario,an idealistic fbi agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the us and mexico,0.0,"https://m.media-amazon.com/images/M/MV5BMjA5NjM3NTk1M15BMl5BanBnXkFtZTgwMzg1MzU2NjE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Angry
Creed,the former world heavyweight champion rocky balboa serves as a trainer and mentor to adonis johnson the son of his late friend and former rival apollo creed,0.0,"https://m.media-amazon.com/images/M/MV5BNmZkYjQzY2QtNjdkNC00YjkzLTk5NjUtY2MyNDNiYTBhN2M2XkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_UX67_CR0,0,67,98_AL_.jpg",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
Leviafan,in a russian coastal town kolya is forced to fight the corrupt mayor when he is told that his house will be demolished he recruits a lawyer friend to help but the mans arrival brings further misfortune for kolya and his family,0.0,"https://m.media-amazon.com/images/M/MV5BYTYxZjQ2YTktNmVkMC00ZTY4LThkZmItMDc4MTJiYjVhZjM0L2ltYWdlXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Angry
Hell or High Water,a divorced father and his excon older brother resort to a desperate scheme in order to save their familys ranch in west texas,0.0,"https://m.media-amazon.com/images/M/MV5BMTg4NDA1OTA5NF5BMl5BanBnXkFtZTgwMDQ2MDM5ODE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Angry
Philomena,a worldweary political journalist picks up the story of a womans search for her son who was taken away from her decades ago after she became pregnant and was forced to live in a convent,0.0,"https://m.media-amazon.com/images/M/MV5BMjA5ODgyNzcxMV5BMl5BanBnXkFtZTgwMzkzOTYzMDE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Happy
Dawn of the Planet of the Apes,a growing nation of genetically evolved apes led by caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier,0.0,"https://m.media-amazon.com/images/M/MV5BMTgwODk3NDc1N15BMl5BanBnXkFtZTgwNTc1NjQwMjE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Angry
El cuerpo,a detective searches for the body of a femme fatale which has gone missing from a morgue,0.0,"https://m.media-amazon.com/images/M/MV5BNGMxZjFkN2EtMDRiMS00ZTBjLWI0M2MtZWUyYjFhZGViZDJlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Disgust
Serbuan maut,a swat team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs,0.0,"https://m.media-amazon.com/images/M/MV5BZGIxODNjM2YtZjA5Mi00MjA5LTk2YjItODE0OWI5NThjNTBmXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Angry
